Rk,year,Player,Nation,Pos,Squad,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
85,2022-2023,Jessie Fleming,ca CAN,"MF,FW",Chelsea,24,1998,13.4,3,13,6,46.2,0.97,0.45,0.23,0.5,17.5,0,0,0,1.8,1.8,0.14,1.2,1.2,Matches
86,2022-2023,Natasha Flint,eng ENG,FW,Leicester City,25,1996,5.1,1,11,4,36.4,2.14,0.78,0.09,0.25,23.7,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches
87,2022-2023,Caitlin Foord,au AUS,"FW,MF",Arsenal,27,1994,14.8,6,51,23,45.1,3.44,1.55,0.12,0.26,15.3,0,0,0,6.4,6.4,0.13,'-0.4,'-0.4,Matches
88,2022-2023,Mary Fowler,au AUS,"MF,FW",Manchester City,19,2003,1.8,1,5,1,20,2.73,0.55,0.2,1,20.6,0,0,0,0.3,0.3,0.07,0.7,0.7,Matches
89,2022-2023,Jorja Fox,eng ENG,"DF,MF",Brighton,18,2003,13.1,1,4,3,75,0.31,0.23,0.25,0.33,18.9,0,0,0,0.4,0.4,0.09,0.6,0.6,Matches
90,2022-2023,Rachel Furness,nir NIR,MF,Liverpool,34,1988,4.3,1,6,2,33.3,1.4,0.47,0.17,0.5,13.9,0,0,0,0.6,0.6,0.1,0.4,0.4,Matches
91,2022-2023,Aurora Galli,it ITA,MF,Everton,25,1996,11.8,0,10,4,40,0.84,0.34,0,0,20.4,0,0,0,0.9,0.9,0.09,'-0.9,'-0.9,Matches
92,2022-2023,Leah Galton,eng ENG,"FW,MF",Manchester Utd,28,1994,18.1,10,37,17,45.9,2.05,0.94,0.27,0.59,11.3,0,0,0,5.7,5.7,0.15,4.3,4.3,Matches
93,2022-2023,Gio Garbelini,br BRA,"FW,MF",Arsenal,19,2003,2.3,0,6,2,33.3,2.65,0.88,0,0,11.6,0,0,0,0.6,0.6,0.1,'-0.6,'-0.6,Matches
94,2022-2023,Gio Garbelini,br BRA,"FW,MF",Everton,19,2003,1.5,1,3,2,66.7,2,1.33,0.33,0.5,11.9,0,0,0,0.4,0.4,0.13,0.6,0.6,Matches
95,2022-2023,Lucía García,es ESP,"FW,MF",Manchester Utd,24,1998,8.4,8,28,18,64.3,3.32,2.13,0.29,0.44,14.3,0,0,0,4,4,0.14,4,4,Matches
96,2022-2023,Gabrielle George,eng ENG,"DF,MF",Everton,25,1997,14.7,2,19,5,26.3,1.29,0.34,0.11,0.4,15.8,0,0,0,1.5,1.5,0.08,0.5,0.5,Matches
97,2022-2023,Lee Geum-min,kr KOR,"FW,MF",Brighton,28,1994,18.7,3,21,7,33.3,1.12,0.37,0.14,0.43,18.3,0,0,0,1.9,1.9,0.1,1.1,1.1,Matches
98,2022-2023,Emily Gielnik,au AUS,"FW,MF",Aston Villa,30,1992,2,1,7,3,42.9,3.58,1.53,0.14,0.33,17.5,0,0,0,0.5,0.5,0.07,0.5,0.5,Matches
99,2022-2023,Freya Godfrey,eng ENG,"FW,MF",Arsenal,17,2005,0,0,1,0,0,30,0,0,Unknown,9.8,0,0,0,0.3,0.3,0.29,'-0.3,'-0.3,Matches
100,2022-2023,Teyah Goldie,eng ENG,FW,Arsenal,18,2004,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
101,2022-2023,Isobel Goodwin,eng ENG,FW,Aston Villa,19,2002,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
102,2022-2023,Missy Goodwin,eng ENG,"FW,MF",Leicester City,19,2003,9.3,1,16,3,18.8,1.73,0.32,0.06,0.33,17.7,0,0,0,1.1,1.1,0.07,'-0.1,'-0.1,Matches
103,2022-2023,Kit Graham,eng ENG,"FW,MF",Tottenham,26,1995,3.5,1,10,3,30,2.86,0.86,0.1,0.33,16.1,0,0,0,1,1,0.1,0,0,Matches
104,2022-2023,Lucy Graham,sct SCO,"DF,MF",Everton,25,1996,17.4,2,22,8,36.4,1.27,0.46,0.09,0.25,15.9,0,0,0,1.8,1.8,0.08,0.2,0.2,Matches
105,2022-2023,Josephine Green,wls WAL,MF,Leicester City,29,1993,10.9,1,9,3,33.3,0.83,0.28,0.11,0.33,24.4,0,0,0,0.3,0.3,0.03,0.7,0.7,Matches
106,2022-2023,Kayleigh Green,wls WAL,"DF,FW",Brighton,34,1988,12.6,1,6,3,50,0.48,0.24,0.17,0.33,19.2,0,0,0,0.4,0.4,0.06,0.6,0.6,Matches
107,2022-2023,Alex Greenwood,eng ENG,DF,Manchester City,28,1993,19.9,0,14,2,14.3,0.7,0.1,0,0,17.3,1,0,1,1.5,0.7,0.05,'-1.5,'-0.7,Matches
108,2022-2023,Freya Gregory,eng ENG,FW,Aston Villa,19,2003,2,0,5,2,40,2.46,0.98,0,0,13.4,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
109,2022-2023,Lenna Gunning-Williams,eng ENG,FW,Tottenham,17,2005,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
110,2022-2023,Hannah Hampton,eng ENG,GK,Aston Villa,21,2000,15,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
111,2022-2023,Kirsty Hanson,sct SCO,"FW,MF",Aston Villa,24,1998,18.6,7,37,21,56.8,1.99,1.13,0.19,0.33,16.6,0,0,0,3.5,3.5,0.1,3.5,3.5,Matches
112,2022-2023,Pernille Harder,dk DEN,"FW,MF",Chelsea,29,1992,6.7,8,35,14,40,5.22,2.09,0.2,0.5,12.3,0,1,1,5.7,4.9,0.14,2.3,2.1,Matches
113,2022-2023,Natasha Harding,wls WAL,"MF,FW",Aston Villa,33,1989,1.1,0,1,0,0,0.91,0,0,Unknown,13.9,0,0,0,0,0,0.05,0,0,Matches
114,2022-2023,Emma Harries,eng ENG,"FW,MF",Reading,20,2002,12.3,2,12,7,58.3,0.97,0.57,0.17,0.29,15.6,0,0,0,1.3,1.3,0.11,0.7,0.7,Matches
115,2022-2023,Kerys Harrop,eng ENG,"DF,MF",Tottenham,31,1990,13.1,0,4,2,50,0.3,0.15,0,0,23.5,0,0,0,0.1,0.1,0.03,'-0.1,'-0.1,Matches
116,2022-2023,Yui Hasegawa,jp JPN,MF,Manchester City,25,1997,19.8,1,12,2,16.7,0.61,0.1,0.08,0.5,20.3,0,0,0,0.8,0.8,0.06,0.2,0.2,Matches
117,2022-2023,Honoka Hayashi,jp JPN,"MF,FW",West Ham,24,1998,16.8,1,12,3,25,0.71,0.18,0.08,0.33,20.3,0,0,0,0.7,0.7,0.06,0.3,0.3,Matches
118,2022-2023,Lauren Hemp,eng ENG,FW,Manchester City,21,2000,18.6,7,64,23,35.9,3.44,1.24,0.11,0.3,13.8,0,0,0,6.7,6.7,0.11,0.3,0.3,Matches
119,2022-2023,Brooke Hendrix,us USA,DF,Reading,29,1993,2.4,0,1,0,0,0.42,0,0,Unknown,5.6,0,0,0,0.2,0.2,0.22,'-0.2,'-0.2,Matches
120,2022-2023,Sophie Hillyerd,eng ENG,GK,West Ham,19,2003,2.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
121,2022-2023,Taylor Hinds,eng ENG,"DF,MF",Liverpool,22,1999,20.7,0,23,2,8.7,1.11,0.1,0,0,21.8,1,0,0,1.2,1.2,0.05,'-1.2,'-1.2,Matches
122,2022-2023,Ceri Holland,wls WAL,MF,Liverpool,24,1997,16.8,4,27,10,37,1.61,0.59,0.15,0.4,18.8,0,0,0,2.1,2.1,0.08,1.9,1.9,Matches
123,2022-2023,Karen Holmgaard,dk DEN,"MF,DF",Everton,23,1999,13.7,1,8,4,50,0.58,0.29,0.13,0.25,16.2,0,0,0,0.6,0.6,0.08,0.4,0.4,Matches
124,2022-2023,Sara Holmgaard,dk DEN,DF,Everton,23,1999,2.2,0,3,0,0,1.37,0,0,Unknown,16.3,0,0,0,0.2,0.2,0.08,'-0.2,'-0.2,Matches
125,2022-2023,Steph Houghton,eng ENG,DF,Manchester City,34,1988,13,2,11,5,45.5,0.84,0.38,0.18,0.4,18.1,3,0,0,0.7,0.7,0.06,1.3,1.3,Matches
126,2022-2023,Halle Houssein,eng ENG,MF,West Ham,17,2004,0.5,0,1,0,0,1.96,0,0,Unknown,22.6,0,0,0,0,0,0.04,0,0,Matches
127,2022-2023,Sophie Howard,sct SCO,DF,Leicester City,28,1993,20.8,0,9,2,22.2,0.43,0.1,0,0,14,0,0,0,0.5,0.5,0.05,'-0.5,'-0.5,Matches
128,2022-2023,Carla Humphrey,eng ENG,"FW,MF",Liverpool,25,1996,1.1,0,1,1,100,0.9,0.9,0,0,35.8,0,0,0,0,0,0.02,0,0,Matches
129,2022-2023,Lina Hurtig,se SWE,FW,Arsenal,26,1995,3.1,0,7,4,57.1,2.28,1.3,0,0,10.1,0,0,0,0.8,0.8,0.11,'-0.8,'-0.8,Matches
130,2022-2023,Celin Ildhusøy,no NOR,"MF,FW",Tottenham,20,2001,15,2,19,8,42.1,1.26,0.53,0.11,0.25,19.9,0,0,0,1.8,1.8,0.1,0.2,0.2,Matches
131,2022-2023,Sophie Ingle,wls WAL,MF,Chelsea,30,1991,14.9,2,13,6,46.2,0.87,0.4,0.15,0.33,17.5,0,0,0,1.5,1.5,0.12,0.5,0.5,Matches
132,2022-2023,Mana Iwabuchi,jp JPN,"MF,FW",Arsenal,29,1993,0.3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
133,2022-2023,Mana Iwabuchi,jp JPN,"MF,FW",Tottenham,29,1993,5.7,0,4,2,50,0.7,0.35,0,0,13.2,0,0,0,0.5,0.5,0.12,'-0.5,'-0.5,Matches
134,2022-2023,Angharad James,wls WAL,MF,Tottenham,28,1994,17.3,0,8,1,12.5,0.46,0.06,0,0,25.3,0,0,0,0.5,0.5,0.06,'-0.5,'-0.5,Matches
135,2022-2023,Lauren James,eng ENG,FW,Chelsea,20,2001,13.3,5,41,12,29.3,3.09,0.9,0.12,0.42,18.1,0,0,1,3.7,3,0.07,1.3,2,Matches
136,2022-2023,Rebecca Jane,eng ENG,MF,Reading,30,1992,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
137,2022-2023,Lulu Jarvis,jm JAM,MF,Brighton,18,2004,0.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
138,2022-2023,Carrie Jones,wls WAL,"FW,MF",Leicester City,18,2003,14.1,2,21,4,19,1.49,0.28,0.1,0.5,15.3,0,0,0,1.5,1.5,0.07,0.5,0.5,Matches
139,2022-2023,Nikola Karczewska,pl POL,FW,Tottenham,22,1999,5.5,2,10,4,40,1.81,0.72,0.2,0.5,14.8,1,0,0,1.8,1.8,0.18,0.2,0.2,Matches
140,2022-2023,Khiara Keating,eng ENG,GK,Manchester City,18,2004,2.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
141,2022-2023,Alice Keitley,Unknown,FW,Aston Villa,Unknown,Unknown,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
142,2022-2023,Chloe Kelly,eng ENG,FW,Manchester City,24,1998,19.6,5,77,26,33.8,3.92,1.32,0.06,0.19,17.2,0,0,0,6.1,6.1,0.08,'-1.1,'-1.1,Matches
143,2022-2023,Alanna Kennedy,au AUS,DF,Manchester City,27,1995,2,0,5,2,40,2.5,1,0,0,8.3,0,0,0,1.2,1.2,0.26,'-1.2,'-1.2,Matches
144,2022-2023,Sam Kerr,au AUS,FW,Chelsea,28,1993,17.1,12,79,31,39.2,4.62,1.81,0.15,0.39,12.6,0,0,0,10.7,10.7,0.14,1.3,1.3,Matches
145,2022-2023,Leanne Kiernan,ie IRL,FW,Liverpool,23,1999,1,0,1,0,0,1.01,0,0,Unknown,30,0,0,0,0,0,0.02,0,0,Matches
146,2022-2023,Faye Kirby,eng ENG,GK,Liverpool,18,2004,3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
147,2022-2023,Fran Kirby,eng ENG,"MF,DF",Chelsea,29,1993,5.6,6,15,8,53.3,2.67,1.43,0.33,0.63,14.5,0,1,1,3.2,2.5,0.16,2.8,2.5,Matches
148,2022-2023,Emma Koivisto,fi FIN,"DF,MF",Liverpool,27,1994,19.4,2,21,8,38.1,1.08,0.41,0.1,0.25,16.7,0,0,0,2.1,2.1,0.1,'-0.1,'-0.1,Matches
149,2022-2023,Tinja-Riikka Korpela,fi FIN,GK,Tottenham,36,1986,11,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
150,2022-2023,Kathrine Kühl,dk DEN,"MF,FW",Arsenal,19,2003,5,0,8,4,50,1.59,0.79,0,0,17.5,0,0,0,1,1,0.13,'-1,'-1,Matches
151,2022-2023,Emma Kullberg,se SWE,DF,Brighton,30,1991,17.1,0,5,1,20,0.29,0.06,0,0,12.2,0,0,0,0.3,0.3,0.07,'-0.3,'-0.3,Matches
152,2022-2023,Thea Kyvåg,no NOR,FW,West Ham,18,2004,3.6,0,5,2,40,1.38,0.55,0,0,21.8,0,0,0,0.2,0.2,0.04,'-0.2,'-0.2,Matches
153,2022-2023,Hayley Ladd,wls WAL,MF,Manchester Utd,28,1993,18.9,4,25,10,40,1.32,0.53,0.16,0.4,18.6,0,0,0,1.7,1.7,0.07,2.3,2.3,Matches
154,2022-2023,Demi Lambourne,eng ENG,GK,Leicester City,26,1996,2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
155,2022-2023,Melissa Lawley,eng ENG,"FW,MF",Liverpool,28,1994,11.3,0,15,3,20,1.33,0.27,0,0,20.9,0,0,0,0.6,0.6,0.04,'-0.6,'-0.6,Matches
156,2022-2023,Rachael Laws,eng ENG,GK,Liverpool,31,1990,17,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
157,2022-2023,Maya Le Tissier,eng ENG,DF,Manchester Utd,20,2002,21.8,2,10,3,30,0.46,0.14,0.2,0.67,15.2,0,0,0,0.7,0.7,0.07,1.3,1.3,Matches
158,2022-2023,Anna Leat,nz NZL,GK,Aston Villa,21,2001,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
159,2022-2023,Alisha Lehmann,ch SUI,FW,Aston Villa,23,1999,17,5,23,12,52.2,1.36,0.71,0.22,0.42,18.3,0,0,1,3.4,2.6,0.11,1.6,2.4,Matches
160,2022-2023,Janina Leitzig,de GER,GK,Leicester City,23,1999,13,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
161,2022-2023,Adriana Leon,ca CAN,"FW,MF",Manchester Utd,29,1992,0.9,1,1,1,100,1.11,1.11,1,1,15,0,0,0,0.3,0.3,0.26,0.7,0.7,Matches
162,2022-2023,Melanie Leupolz,de GER,"MF,FW",Chelsea,28,1994,5,0,3,0,0,0.6,0,0,Unknown,10,0,0,0,0.5,0.5,0.16,'-0.5,'-0.5,Matches
163,2022-2023,Kirstie Levell,eng ENG,GK,Leicester City,25,1997,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
164,2022-2023,Kim Little,sct SCO,MF,Arsenal,32,1990,10.4,4,8,4,50,0.77,0.39,0.13,0.25,23.8,0,3,4,3.8,0.6,0.08,0.2,0.4,Matches
165,2022-2023,Ruesha Littlejohn,ie IRL,MF,Aston Villa,32,1990,1.8,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
166,2022-2023,Kate Longhurst,eng ENG,"MF,DF",West Ham,33,1989,15.2,0,5,1,20,0.33,0.07,0,0,20.3,0,0,0,0.2,0.2,0.05,'-0.2,'-0.2,Matches
167,2022-2023,Vicky Losada,es ESP,MF,Manchester City,31,1991,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
168,2022-2023,Sofie Lundgaard,dk DEN,"MF,FW",Liverpool,20,2002,2.7,0,3,2,66.7,1.13,0.75,0,0,18.1,0,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
169,2022-2023,Frida Maanum,no NOR,MF,Arsenal,23,1999,19,9,62,33,53.2,3.26,1.73,0.15,0.27,19.6,5,0,0,5.7,5.7,0.09,3.3,3.3,Matches
170,2022-2023,Ruby Mace,eng ENG,MF,Leicester City,18,2003,10,0,9,0,0,0.9,0,0,Unknown,20,0,0,0,0.5,0.5,0.05,'-0.5,'-0.5,Matches
171,2022-2023,Ruby Mace,eng ENG,MF,Manchester City,18,2003,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
172,2022-2023,Sandy MacIver,sct SCO,GK,Manchester City,24,1998,3,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
173,2022-2023,Simone Magill,nir NIR,"MF,FW",Aston Villa,27,1994,1.1,0,4,0,0,3.64,0,0,Unknown,11.1,0,0,0,0.3,0.3,0.07,'-0.3,'-0.3,Matches
174,2022-2023,Leonie Maier,de GER,"DF,FW",Everton,29,1992,0.9,1,2,1,50,2.17,1.08,0.5,1,15.7,0,0,0,0.2,0.2,0.11,0.8,0.8,Matches
175,2022-2023,Aoife Mannion,ie IRL,DF,Manchester Utd,26,1995,2.4,0,1,0,0,0.42,0,0,Unknown,8.9,0,0,0,0.1,0.1,0.09,'-0.1,'-0.1,Matches
176,2022-2023,Noelle Maritz,ch SUI,DF,Arsenal,26,1995,12.6,0,2,0,0,0.16,0,0,Unknown,21,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
177,2022-2023,Jasmine Matthews,eng ENG,"DF,MF",Liverpool,29,1993,18.2,0,7,2,28.6,0.38,0.11,0,0,12.7,0,0,0,0.6,0.6,0.09,'-0.6,'-0.6,Matches
178,2022-2023,Easther Mayi Kith,cm CMR,"DF,MF",Reading,25,1997,7.1,0,1,0,0,0.14,0,0,Unknown,8.6,0,0,0,0,0,0.05,0,0,Matches
179,2022-2023,Sarah Mayling,eng ENG,DF,Aston Villa,25,1997,20,0,2,0,0,0.1,0,0,Unknown,12.2,0,0,0,0.2,0.2,0.09,'-0.2,'-0.2,Matches
180,2022-2023,Katie McCabe,ie IRL,"DF,FW",Arsenal,26,1995,18.6,3,22,7,31.8,1.18,0.38,0.14,0.43,20.7,1,0,2,3.4,1.9,0.08,'-0.4,1.1,Matches
181,2022-2023,Olivia McLoughlin,eng ENG,MF,Aston Villa,17,2004,1.1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
182,2022-2023,Abbie McManus,eng ENG,"MF,DF",Leicester City,29,1993,1.7,0,1,0,0,0.6,0,0,Unknown,11.6,0,0,0,0.1,0.1,0.11,'-0.1,'-0.1,Matches
183,2022-2023,Beth Mead,eng ENG,FW,Arsenal,27,1995,6.8,3,24,8,33.3,3.53,1.18,0.13,0.38,14.8,1,0,0,2.4,2.4,0.1,0.6,0.6,Matches
184,2022-2023,Vivianne Miedema,nl NED,"MF,FW",Arsenal,26,1996,4.8,4,22,9,40.9,4.54,1.86,0.18,0.44,16.3,0,0,0,2.1,2.1,0.1,1.9,1.9,Matches
185,2022-2023,Emma Mitchell,sct SCO,DF,Reading,29,1992,19.8,0,6,1,16.7,0.3,0.05,0,0,28,0,0,0,0.2,0.2,0.04,'-0.2,'-0.2,Matches
186,2022-2023,Maren Mjelde,no NOR,"DF,MF",Chelsea,32,1989,5.7,1,1,0,0,0.18,0,0,Unknown,26.1,0,1,1,1,0.2,0.16,0,'-0.2,Matches
187,2022-2023,Grace Moloney,ie IRL,GK,Reading,29,1993,12.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
188,2022-2023,Jade Moore,eng ENG,"MF,DF",Manchester Utd,31,1990,0.3,0,1,0,0,2.9,0,0,Unknown,16.8,0,0,0,0,0,0.04,0,0,Matches
189,2022-2023,Jade Moore,eng ENG,MF,Reading,31,1990,7.2,0,12,3,25,1.67,0.42,0,0,16,0,0,0,1,1,0.08,'-1,'-1,Matches
190,2022-2023,Esme Morgan,eng ENG,DF,Manchester City,21,2000,14.8,0,6,0,0,0.41,0,0,Unknown,16.4,0,0,0,0.4,0.4,0.06,'-0.4,'-0.4,Matches
191,2022-2023,Zoe Morse,us USA,DF,Brighton,24,1998,14,0,4,1,25,0.29,0.07,0,0,15.1,0,0,0,0.4,0.4,0.11,'-0.4,'-0.4,Matches
192,2022-2023,Georgia Mullett,eng ENG,MF,Aston Villa,16,2005,0.1,0,1,1,100,12.86,12.86,0,0,13.8,0,0,0,0,0,0.04,0,0,Matches
193,2022-2023,Zećira Mušović,se SWE,GK,Chelsea,26,1996,7,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
194,2022-2023,Lisa Naalsund,no NOR,FW,Manchester Utd,27,1995,0,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
195,2022-2023,Fūka Nagano,jp JPN,MF,Liverpool,23,1999,11,0,1,0,0,0.09,0,0,Unknown,25.9,0,0,0,0.1,0.1,0.05,'-0.1,'-0.1,Matches
196,2022-2023,Jessica Naz,eng ENG,"FW,MF",Tottenham,21,2000,7,2,8,3,37.5,1.14,0.43,0.25,0.67,19.3,0,0,0,1,1,0.12,1,1,Matches
197,2022-2023,Ashleigh Neville,eng ENG,"DF,MF",Tottenham,29,1993,19.3,3,24,9,37.5,1.24,0.47,0.13,0.33,19.7,0,0,0,1.6,1.6,0.06,1.4,1.4,Matches
198,2022-2023,Courtney Nevin,au AUS,DF,Leicester City,20,2002,11.9,0,1,0,0,0.08,0,0,Unknown,10,0,0,0,0,0,0.04,0,0,Matches
199,2022-2023,Jordan Nobbs,eng ENG,"MF,FW",Arsenal,29,1992,3.3,2,10,5,50,3.04,1.52,0.2,0.4,19.1,0,0,0,0.8,0.8,0.08,1.2,1.2,Matches
200,2022-2023,Jordan Nobbs,eng ENG,"MF,FW",Aston Villa,29,1992,9.4,4,20,7,35,2.12,0.74,0.2,0.57,18.7,0,0,0,1.6,1.6,0.08,2.4,2.4,Matches
201,2022-2023,Aniek Nouwen,nl NED,DF,Chelsea,23,1999,1.3,0,2,1,50,1.5,0.75,0,0,13.5,0,0,0,0.1,0.1,0.04,'-0.1,'-0.1,Matches
202,2022-2023,Leila Ouahabi,es ESP,DF,Manchester City,29,1993,9.9,0,5,0,0,0.51,0,0,Unknown,18.6,0,0,0,0.4,0.4,0.09,'-0.4,'-0.4,Matches
203,2022-2023,Shannon O’Brien,eng ENG,"FW,MF",Leicester City,20,2001,5.2,0,14,2,14.3,2.67,0.38,0,0,20,0,0,0,0.6,0.6,0.05,'-0.6,'-0.6,Matches
204,2022-2023,Mayumi Pacheco,eng ENG,DF,Aston Villa,23,1998,21.8,0,7,0,0,0.32,0,0,Unknown,22.5,0,0,0,0.4,0.4,0.05,'-0.4,'-0.4,Matches
205,2022-2023,Jessica Park,eng ENG,"FW,MF",Everton,20,2001,15.5,3,32,13,40.6,2.07,0.84,0.09,0.23,18.7,0,0,0,2.9,2.9,0.09,0.1,0.1,Matches
206,2022-2023,Lucy Parker,eng ENG,"DF,MF",West Ham,23,1998,12.1,0,3,1,33.3,0.25,0.08,0,0,23.9,0,0,0,0.2,0.2,0.06,'-0.2,'-0.2,Matches
207,2022-2023,Nikita Parris,eng ENG,FW,Manchester Utd,28,1994,14.6,4,30,10,33.3,2.05,0.68,0.13,0.4,15.4,0,0,0,2.5,2.5,0.09,1.5,1.5,Matches
208,2022-2023,Anna Patten,ie IRL,DF,Aston Villa,23,1999,17.5,0,15,6,40,0.86,0.34,0,0,11.6,0,0,0,1.5,1.5,0.1,'-1.5,'-1.5,Matches
209,2022-2023,Poppy Pattinson,eng ENG,DF,Brighton,22,2000,17.1,0,13,4,30.8,0.76,0.23,0,0,19.6,1,0,0,0.5,0.5,0.04,'-0.5,'-0.5,Matches
210,2022-2023,Gracie Pearse,eng ENG,"DF,MF",Tottenham,19,2002,0.2,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
211,2022-2023,Victoria Pelova,nl NED,"MF,FW",Arsenal,23,1999,10.1,1,13,4,30.8,1.29,0.4,0.08,0.25,19.7,0,0,0,1,1,0.08,0,0,Matches
212,2022-2023,Ria Percival,nz NZL,"FW,MF",Tottenham,32,1989,0.6,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
213,2022-2023,Ève Périsset,fr FRA,"DF,MF",Chelsea,27,1994,13,0,5,2,40,0.39,0.15,0,0,21.4,1,0,0,0.2,0.2,0.04,'-0.2,'-0.2,Matches
214,2022-2023,Madison Perry,Unknown,FW,Reading,Unknown,Unknown,1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
215,2022-2023,Ramona Petzelberger,de GER,"FW,DF",Tottenham,29,1992,0.5,0,1,0,0,2.14,0,0,Unknown,11,0,0,0,0.1,0.1,0.08,'-0.1,'-0.1,Matches
216,2022-2023,Molly Pike,eng ENG,"MF,FW",Leicester City,21,2001,9.6,0,8,3,37.5,0.83,0.31,0,0,25.1,0,0,0,0.3,0.3,0.03,'-0.3,'-0.3,Matches
217,2022-2023,Ashleigh Plumptre,ng NGA,DF,Leicester City,24,1998,19.3,1,14,6,42.9,0.72,0.31,0.07,0.17,10.4,0,0,0,1.3,1.3,0.09,'-0.3,'-0.3,Matches
218,2022-2023,Tia Primmer,eng ENG,"MF,FW",Reading,18,2004,9.9,1,11,4,36.4,1.11,0.4,0.09,0.25,23,0,0,0,0.6,0.6,0.05,0.4,0.4,Matches
219,2022-2023,Jemma Purfield,eng ENG,"DF,MF",Leicester City,25,1997,10.9,0,11,5,45.5,1.01,0.46,0,0,23.1,1,0,0,0.4,0.4,0.03,'-0.4,'-0.4,Matches
220,2022-2023,Evie Rabjohn,eng ENG,DF,Aston Villa,17,2005,1,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
221,2022-2023,Rafaelle,br BRA,DF,Arsenal,31,1991,13.9,2,18,5,27.8,1.3,0.36,0.11,0.4,11.9,0,0,0,1.2,1.1,0.06,0.8,0.9,Matches
222,2022-2023,Emily Ramsey,eng ENG,GK,Everton,21,2000,8,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
223,2022-2023,Hayley Raso,au AUS,"FW,DF",Manchester City,27,1994,3.5,1,14,6,42.9,3.99,1.71,0.07,0.17,12.9,0,0,0,2.2,2.2,0.15,'-1.2,'-1.2,Matches
224,2022-2023,Jess Reavill,eng ENG,DF,Leicester City,16,2005,0.5,0,0,0,Unknown,0,0,Unknown,Unknown,Unknown,0,0,0,0,0,Unknown,0,0,Matches
